date,symbol,open,high,low,close,adj_close,volume,source
2015-01-02,GOOGL,26.629999,26.790001,26.393999,26.477501,26.244783,26480000,yahoo_finance_chart
2015-01-05,GOOGL,26.357500,26.399500,25.887501,25.973000,25.744719,41182000,yahoo_finance_chart
2015-01-06,GOOGL,26.025000,26.060499,25.277500,25.332001,25.109350,54456000,yahoo_finance_chart
2015-01-07,GOOGL,25.547501,25.574499,25.182501,25.257500,25.035503,46918000,yahoo_finance_chart
2015-01-08,GOOGL,25.075500,25.375000,24.750999,25.345501,25.122734,73054000,yahoo_finance_chart
2015-01-09,GOOGL,25.409000,25.430000,24.932501,25.035999,24.815948,42000000,yahoo_finance_chart
2015-01-12,GOOGL,24.962000,25.014000,24.545500,24.853001,24.634560,57138000,yahoo_finance_chart
2015-01-13,GOOGL,25.128500,25.430000,24.863001,25.090000,24.869478,60958000,yahoo_finance_chart
2015-01-14,GOOGL,25.021000,25.413000,24.908001,25.296499,25.074162,52800000,yahoo_finance_chart
2015-01-15,GOOGL,25.444500,25.487499,25.100500,25.200500,24.979004,51068000,yahoo_finance_chart
2015-01-16,GOOGL,25.157499,25.542500,25.154499,25.523001,25.298672,49658000,yahoo_finance_chart
2015-01-20,GOOGL,25.638500,25.780500,25.468500,25.497000,25.272900,46796000,yahoo_finance_chart
2015-01-21,GOOGL,25.542000,26.092501,25.479500,26.019501,25.790808,46356000,yahoo_finance_chart
2015-01-22,GOOGL,26.150000,26.941999,26.095501,26.865000,26.628876,56068000,yahoo_finance_chart
2015-01-23,GOOGL,26.901501,27.270500,26.787500,27.097500,26.859331,45966000,yahoo_finance_chart
2015-01-26,GOOGL,27.075001,27.075001,26.603500,26.836000,26.600132,30932000,yahoo_finance_chart
2015-01-27,GOOGL,26.570000,26.639000,26.042999,26.059500,25.830454,39148000,yahoo_finance_chart
2015-01-28,GOOGL,26.250000,26.284500,25.617500,25.621500,25.396305,35822000,yahoo_finance_chart
2015-01-29,GOOGL,25.645000,25.759501,25.174000,25.661501,25.435951,79018000,yahoo_finance_chart
2015-01-30,GOOGL,25.950001,27.155001,25.909000,26.877501,26.641266,121108000,yahoo_finance_chart
2015-02-02,GOOGL,26.716000,26.825001,26.086000,26.610001,26.376116,75378000,yahoo_finance_chart
2015-02-03,GOOGL,26.497000,26.872499,26.340500,26.665001,26.430634,47062000,yahoo_finance_chart
2015-02-04,GOOGL,26.657000,26.837500,26.251499,26.305000,26.073799,33896000,yahoo_finance_chart
2015-02-05,GOOGL,26.396500,26.534500,26.282000,26.491501,26.258657,33176000,yahoo_finance_chart
2015-02-06,GOOGL,26.550501,27.011000,26.432501,26.694000,26.459377,42938000,yahoo_finance_chart
2015-02-09,GOOGL,26.552999,26.694000,26.377501,26.464001,26.231400,30314000,yahoo_finance_chart
2015-02-10,GOOGL,26.607500,27.049999,26.458500,27.007999,26.770618,47430000,yahoo_finance_chart
2015-02-11,GOOGL,26.986500,27.097500,26.799999,26.900000,26.663568,38306000,yahoo_finance_chart
2015-02-12,GOOGL,26.983000,27.417000,26.850000,27.300501,27.060549,48590000,yahoo_finance_chart
2015-02-13,GOOGL,27.375500,27.627001,27.330000,27.558001,27.315784,47382000,yahoo_finance_chart
2015-02-17,GOOGL,27.558001,27.650000,27.163000,27.250500,27.010986,39174000,yahoo_finance_chart
2015-02-18,GOOGL,27.191000,27.377501,26.977501,27.132500,26.894026,31164000,yahoo_finance_chart
2015-02-19,GOOGL,27.123501,27.343000,27.037500,27.322500,27.082357,30834000,yahoo_finance_chart
2015-02-20,GOOGL,27.379000,27.379000,26.905001,27.090000,26.851898,38234000,yahoo_finance_chart
2015-02-23,GOOGL,26.950001,26.965000,26.600000,26.750000,26.514887,32906000,yahoo_finance_chart
2015-02-24,GOOGL,26.577499,26.969999,26.549999,26.932501,26.695780,28406000,yahoo_finance_chart
2015-02-25,GOOGL,26.922001,27.478500,26.900499,27.366501,27.125967,40836000,yahoo_finance_chart
2015-02-26,GOOGL,27.287001,28.006500,27.254499,27.964500,27.718712,54032000,yahoo_finance_chart
2015-02-27,GOOGL,27.907499,28.471001,27.851500,28.131500,27.884243,68328000,yahoo_finance_chart
2015-03-02,GOOGL,28.350000,28.799500,28.157499,28.750999,28.498299,50406000,yahoo_finance_chart
2015-03-03,GOOGL,28.817499,29.042500,28.525000,28.939501,28.685143,50526000,yahoo_finance_chart
2015-03-04,GOOGL,28.848499,29.081499,28.625999,28.916500,28.662348,37964000,yahoo_finance_chart
2015-03-05,GOOGL,28.981001,29.160000,28.911501,29.071501,28.815983,35918000,yahoo_finance_chart
2015-03-06,GOOGL,29.100000,29.139000,28.603001,28.645000,28.393230,37592000,yahoo_finance_chart
2015-03-09,GOOGL,28.546000,28.772499,28.452499,28.705000,28.452703,23478000,yahoo_finance_chart
