symbol,corp_code,business_year,report_code,fs_div,statement_name,account_name,current_amount,previous_amount,currency,ord,receipt_no,receipt_date,receipt_time,collected_at,usable_from,report_period_end,correction_filing_flag,original_receipt_no,source_revision,quality_status,excluded_reason,training_allowed_now,trading_allowed,production_effect
5930,00126380,2025,11011,,현금흐름표,자기주식의 취득,8189263000000.0,1811775000000.0,KRW,10,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,비지배지분의 증감,973000000.0,8511000000.0,KRW,11,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,장기차입금의 차입,2807001000000.0,404954000000.0,KRW,12,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,단기차입금의 순증가(감소),4655349000000.0,5871346000000.0,KRW,13,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,배당금의 지급,9897183000000.0,10888749000000.0,KRW,14,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,사채 및 장기차입금의 상환,2852971000000.0,1364508000000.0,KRW,15,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,투자활동현금흐름,-68512206000000.0,-85381702000000.0,KRW,16,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,당기손익-공정가치금융자산의 처분,142584000000.0,309970000000.0,KRW,17,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,기타포괄손익-공정가치금융자산의 처분,851834000000.0,389680000000.0,KRW,18,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,장기금융상품의 처분,4519179000000.0,4100008000000.0,KRW,19,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,매각예정분류자산 처분으로 인한 현금유입액,0.0,101563000000.0,KRW,20,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,당기손익-공정가치금융자산의 취득,146774000000.0,70982000000.0,KRW,21,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,기타포괄손익-공정가치금융자산의 취득,129636000000.0,185876000000.0,KRW,22,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
5930,00126380,2025,11011,,현금흐름표,장기금융상품의 취득,13533556000000.0,3987279000000.0,KRW,23,,,,2026-06-30T09:00:00,2026-06-30,2025-12-31,False,,dart:5930:2025:11011,WARN,missing_receipt_date_using_collected_at,False,False,none
